Date,Time (UTC),Exchange,Symbol,Side,Quantity,Price,Total USD,Fee (est.),Net Amount,Order ID,Mode,Notes
2026-05-25,23:29:39,BitGet,ICPUSDT,,,2.67,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-25,23:29:39,BitGet,ETCUSDT,,,8.94,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:40,BitGet,POLUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-25,23:29:40,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:40,BitGet,ATOMUSDT,,,2.14,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-25,23:29:41,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-25,23:29:41,BitGet,ARBUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-25,23:29:41,BitGet,FILUSDT,,,0.98,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-25,23:29:42,BitGet,ALGOUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:42,BitGet,INJUSDT,,,5.70,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-25,23:29:43,BitGet,BONKUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:43,BitGet,GRTUSDT,,,0.03,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-25,23:29:43,BitGet,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:44,BitGet,WLDUSDT,,,0.33,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-25,23:29:44,BitGet,AAVEUSDT,,,86.15,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:44,BitGet,TAOUSDT,,,280.20,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-25,23:29:45,BitGet,RENDERUSDT,,,2.18,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-25,23:29:45,BitGet,FETUSDT,,,0.23,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-25,23:29:46,BitGet,STXUSDT,,,0.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:46,BitGet,CRVUSDT,,,0.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:46,BitGet,THETAUSDT,,,0.19,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:47,BitGet,JASMYUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:47,BitGet,ONDOUSDT,,,0.44,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-25,23:29:48,BitGet,RUNEUSDT,,,0.45,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-25,23:29:48,BitGet,SANDUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:49,BitGet,MANAUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:49,BitGet,ENAUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:49,BitGet,LDOUSDT,,,0.35,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:50,BitGet,SEIUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:29:50,BitGet,TIAUSDT,,,0.48,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend); Price within 1.5% of VWAP (not overextended)"
2026-05-25,23:31:23,BitGet,ETHUSDT,,,2108.86,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:31:26,BitGet,ETHUSDT,,,2108.87,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:36:47,BitGet,ETHUSDT,,,2110.48,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-25,23:43:48,BitGet,ETHUSDT,,,2111.98,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:02,BitGet,BTCUSDT,,,77272.39,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:02,BitGet,ETHUSDT,,,2111.89,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:03,BitGet,SOLUSDT,,,84.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:03,BitGet,XRPUSDT,,,1.35,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:03,BitGet,BNBUSDT,,,663.15,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:04,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:04,BitGet,LINKUSDT,,,9.49,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:05,BitGet,SUIUSDT,,,1.04,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:05,BitGet,LTCUSDT,,,52.66,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:05,BitGet,AVAXUSDT,,,9.30,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:06,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:06,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:06,BitGet,TRXUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,00:02:07,BitGet,TONUSDT,,,1.93,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:07,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:07,BitGet,DOTUSDT,,,1.26,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:08,BitGet,BCHUSDT,,,351.40,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:08,BitGet,UNIUSDT,,,3.33,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:09,BitGet,NEARUSDT,,,2.75,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:09,BitGet,APTUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:09,BitGet,ICPUSDT,,,2.67,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:10,BitGet,ETCUSDT,,,8.94,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:10,BitGet,POLUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:10,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:11,BitGet,ATOMUSDT,,,2.13,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:11,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:12,BitGet,ARBUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:12,BitGet,FILUSDT,,,0.98,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:12,BitGet,ALGOUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:13,BitGet,INJUSDT,,,5.66,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:13,BitGet,BONKUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:13,BitGet,GRTUSDT,,,0.03,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:14,BitGet,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:14,BitGet,WLDUSDT,,,0.33,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:15,BitGet,AAVEUSDT,,,86.40,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:15,BitGet,TAOUSDT,,,279.40,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:16,BitGet,RENDERUSDT,,,2.18,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:16,BitGet,FETUSDT,,,0.23,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:16,BitGet,STXUSDT,,,0.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:17,BitGet,CRVUSDT,,,0.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:17,BitGet,THETAUSDT,,,0.20,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:17,BitGet,JASMYUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:18,BitGet,ONDOUSDT,,,0.43,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,00:02:18,BitGet,RUNEUSDT,,,0.45,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:18,BitGet,SANDUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:19,BitGet,ENAUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:20,BitGet,LDOUSDT,,,0.35,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:20,BitGet,SEIUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,00:02:20,BitGet,TIAUSDT,,,0.47,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,01:02:02,BitGet,BTCUSDT,,,76739.67,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:02,BitGet,ETHUSDT,,,2095.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:02,BitGet,SOLUSDT,,,84.34,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:03,BitGet,XRPUSDT,,,1.34,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:03,BitGet,BNBUSDT,,,658.92,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:03,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:04,BitGet,LINKUSDT,,,9.43,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:04,BitGet,SUIUSDT,,,1.03,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:04,BitGet,LTCUSDT,,,52.46,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:05,BitGet,AVAXUSDT,,,9.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:05,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:05,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:06,BitGet,TRXUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,01:02:06,BitGet,TONUSDT,,,1.92,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,01:02:07,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:07,BitGet,DOTUSDT,,,1.25,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:07,BitGet,BCHUSDT,,,348.50,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,01:02:08,BitGet,UNIUSDT,,,3.28,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:02,BitGet,BTCUSDT,,,76653.33,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:02,BitGet,ETHUSDT,,,2091.79,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:02,BitGet,SOLUSDT,,,84.08,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:03,BitGet,XRPUSDT,,,1.34,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:03,BitGet,BNBUSDT,,,657.12,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:03,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:04,BitGet,LINKUSDT,,,9.39,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:04,BitGet,SUIUSDT,,,1.02,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:05,BitGet,LTCUSDT,,,52.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:05,BitGet,AVAXUSDT,,,9.20,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:05,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:06,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:06,BitGet,TRXUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,02:02:06,BitGet,TONUSDT,,,1.90,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:07,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:07,BitGet,DOTUSDT,,,1.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:07,BitGet,BCHUSDT,,,345.60,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:08,BitGet,UNIUSDT,,,3.28,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:08,BitGet,NEARUSDT,,,2.68,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,02:02:09,BitGet,APTUSDT,,,0.95,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:09,BitGet,ICPUSDT,,,2.61,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:09,BitGet,ETCUSDT,,,8.80,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:10,BitGet,POLUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:10,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,02:02:10,BitGet,ATOMUSDT,,,2.15,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,02:02:11,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:11,BitGet,ARBUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:11,BitGet,FILUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:12,BitGet,ALGOUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:12,BitGet,INJUSDT,,,5.57,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,02:02:13,BitGet,BONKUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:13,BitGet,GRTUSDT,,,0.03,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,02:02:13,BitGet,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:14,BitGet,WLDUSDT,,,0.33,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,02:02:14,BitGet,AAVEUSDT,,,85.32,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:14,BitGet,TAOUSDT,,,275.90,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:15,BitGet,RENDERUSDT,,,2.16,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,02:02:15,BitGet,FETUSDT,,,0.22,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,02:02:15,BitGet,STXUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:16,BitGet,CRVUSDT,,,0.22,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:16,BitGet,THETAUSDT,,,0.19,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:17,BitGet,JASMYUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:17,BitGet,ONDOUSDT,,,0.41,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-26,02:02:17,BitGet,RUNEUSDT,,,0.44,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:18,BitGet,SANDUSDT,,,0.07,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:18,BitGet,MANAUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:18,BitGet,ENAUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:19,BitGet,LDOUSDT,,,0.34,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:19,BitGet,SEIUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,02:02:19,BitGet,TIAUSDT,,,0.46,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,03:02:02,BitGet,BTCUSDT,,,76646.63,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:02,BitGet,ETHUSDT,,,2089.79,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:02,BitGet,SOLUSDT,,,84.01,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:03,BitGet,XRPUSDT,,,1.34,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:03,BitGet,BNBUSDT,,,659.21,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:03,BitGet,DOGEUSDT,,,0.10,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:04,BitGet,LINKUSDT,,,9.38,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:04,BitGet,SUIUSDT,,,1.02,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:04,BitGet,LTCUSDT,,,52.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:05,BitGet,AVAXUSDT,,,9.21,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:05,BitGet,HBARUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:05,BitGet,ADAUSDT,,,0.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:06,BitGet,TRXUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,03:02:06,BitGet,TONUSDT,,,1.90,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:07,BitGet,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:07,BitGet,DOTUSDT,,,1.24,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:07,BitGet,BCHUSDT,,,345.50,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:08,BitGet,UNIUSDT,,,3.28,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:08,BitGet,NEARUSDT,,,2.72,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,03:02:08,BitGet,APTUSDT,,,0.95,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:09,BitGet,ICPUSDT,,,2.61,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:09,BitGet,ETCUSDT,,,8.81,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:09,BitGet,POLUSDT,,,0.09,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:10,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,03:02:10,BitGet,ATOMUSDT,,,2.17,,,,BLOCKED,BLOCKED,"Failed: RSI(14) below 30 (pullback in uptrend)"
2026-05-26,03:02:11,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:11,BitGet,ARBUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:11,BitGet,FILUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:12,BitGet,ALGOUSDT,,,0.11,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
2026-05-26,03:02:12,BitGet,INJUSDT,,,5.62,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-26,03:02:12,BitGet,BONKUSDT,,,0.00,,,,BLOCKED,BLOCKED,"Failed: RSI(14) above 70 (overbought reversal in downtrend)"
